ID;Catégorie;Organe;Code Défaut;Message / Alarme affichée;Niveau;Cause;Action Utilisateur;Action Maintenance;Points de Test Matériels;Condition Déclenchement (Code ST);Fichier Source;Ligne
SPEC_002;SPECIAL_CONDITION;MACHINE / POSITION;-;ATTENTION: Bypass actif;DÉROGATION / VERROU;AnyBypassActive;;;;AnyBypassActive;FB_Hmi_BannerFormatter.st;314
SPEC_003;SPECIAL_CONDITION;MACHINE / POSITION;-;ATTENTION: Synchro bridée;DÉROGATION / VERROU;SyncDegradedActive;;;;SyncDegradedActive;FB_Hmi_BannerFormatter.st;316
SPEC_004;SPECIAL_CONDITION;MACHINE / POSITION;-;ATTENTION: Limite légale;DÉROGATION / VERROU;LegalLimitReached;;;;LegalLimitReached;FB_Hmi_BannerFormatter.st;318
SPEC_005;SPECIAL_CONDITION;MACHINE / POSITION;-;M3 a la Tremie : mode benne actif (ouverture/fermeture disponible);DÉROGATION / VERROU;M3AtTremieStable;;;;M3AtTremieStable;FB_Hmi_BannerFormatter.st;324
SPEC_006;SPECIAL_CONDITION;MACHINE / POSITION;-;Descente treuil verrouillee : chariot M3 pas a P1/Maintenance;DÉROGATION / VERROU;WinchDescentLockedByM3;;;;WinchDescentLockedByM3;FB_Hmi_BannerFormatter.st;328
HOM_001;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;Homing indisponible;GUIDAGE RÉFÉRENCEMENT;NOT Enable;;;;NOT Enable;FB_CycleMachineHoming.st;388
HOM_002;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;Erreur ou Echec homing - Acquitter (Reset);GUIDAGE RÉFÉRENCEMENT;Fault.Latched;;;;Fault.Latched;FB_CycleMachineHoming.st;606
HOM_003;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HXF - Homing incomplet - Recommencer en N2;GUIDAGE RÉFÉRENCEMENT;MachineHomingFailed OR (SeqStep = E_MachineHomingTxState.HXF_FAILED);;;;MachineHomingFailed OR (SeqStep = E_MachineHomingTxState.HXF_FAILED);FB_CycleMachineHoming.st;609
HOM_004;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;Reference perdue - Arret controle;GUIDAGE RÉFÉRENCEMENT;MachineHomingLossSafeStop;;;;MachineHomingLossSafeStop;FB_CycleMachineHoming.st;612
HOM_005;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX2 - RefHoming Tirer JOY palier 1 vers FDC haut;GUIDAGE RÉFÉRENCEMENT;(SeqStep = E_MachineHomingTxState.HX2_CLIMB);;;;(SeqStep = E_MachineHomingTxState.HX2_CLIMB);FB_CycleMachineHoming.st;621
HOM_006;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX2N - RefHoming JOY au neutre puis pousser (descente);GUIDAGE RÉFÉRENCEMENT;(SeqStep = E_MachineHomingTxState.HX2N_NEUTRAL);;;;(SeqStep = E_MachineHomingTxState.HX2N_NEUTRAL);FB_CycleMachineHoming.st;624
HOM_007;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX3 - RefHoming Pousser JOY palier 1, homing M1/M2 au vol;GUIDAGE RÉFÉRENCEMENT;(SeqStep = E_MachineHomingTxState.HX3_HOME_AXES);;;;(SeqStep = E_MachineHomingTxState.HX3_HOME_AXES);FB_CycleMachineHoming.st;627
HOM_008;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX3N - RefHoming JOY au neutre (arret avant benne);GUIDAGE RÉFÉRENCEMENT;(SeqStep = E_MachineHomingTxState.HX3N_PAUSE);;;;(SeqStep = E_MachineHomingTxState.HX3N_PAUSE);FB_CycleMachineHoming.st;630
HOM_009;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX4 - RefHoming Fermer benne puis valider (3 appuis JOY);GUIDAGE RÉFÉRENCEMENT;(SeqStep = E_MachineHomingTxState.HX4_BUCKET_ADJUST);;;;(SeqStep = E_MachineHomingTxState.HX4_BUCKET_ADJUST);FB_CycleMachineHoming.st;633
HOM_010;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX5 - RefHoming Etat benne enregistre - fin homing;GUIDAGE RÉFÉRENCEMENT;(SeqStep = E_MachineHomingTxState.HX4_BUCKET_ADJUST);;;;(SeqStep = E_MachineHomingTxState.HX4_BUCKET_ADJUST);FB_CycleMachineHoming.st;637
HOM_011;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX1 - Homing inhibe : attendre boot codeurs puis passer en MAINT_N2;GUIDAGE RÉFÉRENCEMENT;(SeqStep = E_MachineHomingTxState.HX1_CHOICE) AND NOT BootReady;;;;(SeqStep = E_MachineHomingTxState.HX1_CHOICE) AND NOT BootReady;FB_CycleMachineHoming.st;640
HOM_012;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX1 - RefHoming Passer en MAINT_N2 pour referencer;GUIDAGE RÉFÉRENCEMENT;Mode <> E_Mode.MAINT_N2;;;;Mode <> E_Mode.MAINT_N2;FB_CycleMachineHoming.st;644
HOM_013;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX1 - RefHoming Valider (3 appuis JOY) pour lancer;GUIDAGE RÉFÉRENCEMENT;NOT TopPositionSensor;;;;NOT TopPositionSensor;FB_CycleMachineHoming.st;647
HOM_014;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX1 - RefHoming Sur FDC haut - valider (3 appuis JOY);GUIDAGE RÉFÉRENCEMENT;NOT TopPositionSensor;;;;NOT TopPositionSensor;FB_CycleMachineHoming.st;650
HOM_015;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX0 - RefHoming M1+M2 non ref - lancer (3 appuis JOY ou IHM);GUIDAGE RÉFÉRENCEMENT;NOT M1Status.HomedAndReliable AND NOT M2Status.HomedAndReliable;;;;NOT M1Status.HomedAndReliable AND NOT M2Status.HomedAndReliable;FB_CycleMachineHoming.st;654
HOM_016;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX0 - RefHoming M1 non ref - relancer le homing;GUIDAGE RÉFÉRENCEMENT;NOT M1Status.HomedAndReliable;;;;NOT M1Status.HomedAndReliable;FB_CycleMachineHoming.st;657
HOM_017;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX0 - RefHoming M2 non ref - relancer le homing;GUIDAGE RÉFÉRENCEMENT;NOT M2Status.HomedAndReliable;;;;NOT M2Status.HomedAndReliable;FB_CycleMachineHoming.st;660
HOM_018;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX0 - RefHoming Offset benne inconnu - passer en N2;GUIDAGE RÉFÉRENCEMENT;Mode <> E_Mode.MAINT_N2;;;;Mode <> E_Mode.MAINT_N2;FB_CycleMachineHoming.st;664
HOM_019;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;HX0 - RefHoming Lancer le homing (etat benne);GUIDAGE RÉFÉRENCEMENT;Mode <> E_Mode.MAINT_N2;;;;Mode <> E_Mode.MAINT_N2;FB_CycleMachineHoming.st;667
HOM_020;GUIDAGE_HOMING;HOMING / CODEURS;HOMING;Reference machine valide;GUIDAGE RÉFÉRENCEMENT;Mode <> E_Mode.MAINT_N2;;;;Mode <> E_Mode.MAINT_N2;FB_CycleMachineHoming.st;671
EMG_001;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU neutralisee (Enable=FALSE);ÉTAT SÉCURITÉ AU;NOT Enable;;;;NOT Enable;FB_Safety_EmergencyManagement.st;594
EMG_002;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: BYPASS INGENIERIE MES ACTIF - NON SECURISE - retirer avant exploitation;ÉTAT SÉCURITÉ AU;NOT Enable;;;;NOT Enable;FB_Safety_EmergencyManagement.st;597
EMG_003;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: autotest demarrage echoue - verifier boucle/contacteur puis Reset;ÉTAT SÉCURITÉ AU;StartupFail;;;;StartupFail;FB_Safety_EmergencyManagement.st;599
EMG_004;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: defaut redondance contacteurs - verifier puis Reset;ÉTAT SÉCURITÉ AU;RedundancyTestFailed;;;;RedundancyTestFailed;FB_Safety_EmergencyManagement.st;601
EMG_005;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU echec: contacteur non confirme;ÉTAT SÉCURITÉ AU;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_CONTACTOR);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_CONTACTOR);FB_Safety_EmergencyManagement.st;605
EMG_006;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU echec: voie A collee;ÉTAT SÉCURITÉ AU;LastAbortCause = INT_TO_WORD(CST_ABORT_REDUNDANCY_A);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_REDUNDANCY_A);FB_Safety_EmergencyManagement.st;607
EMG_007;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU echec: voie B collee;ÉTAT SÉCURITÉ AU;LastAbortCause = INT_TO_WORD(CST_ABORT_REDUNDANCY_B);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_REDUNDANCY_B);FB_Safety_EmergencyManagement.st;609
EMG_008;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU echec: chaine non refermee (voie A);ÉTAT SÉCURITÉ AU;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_RESTORE_A);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_RESTORE_A);FB_Safety_EmergencyManagement.st;611
EMG_009;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU echec: chaine non refermee (voie B);ÉTAT SÉCURITÉ AU;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_RESTORE_B);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_RESTORE_B);FB_Safety_EmergencyManagement.st;613
EMG_010;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU echec: chaine ouverte pendant pulse;ÉTAT SÉCURITÉ AU;LastAbortCause = INT_TO_WORD(CST_ABORT_CHAIN_DROP);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_CHAIN_DROP);FB_Safety_EmergencyManagement.st;615
EMG_011;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU echec: coupure metier en sequence;ÉTAT SÉCURITÉ AU;LastAbortCause = INT_TO_WORD(CST_ABORT_POWER_CUTOFF);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_POWER_CUTOFF);FB_Safety_EmergencyManagement.st;617
EMG_012;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU echec: coupure IHM en sequence;ÉTAT SÉCURITÉ AU;LastAbortCause = INT_TO_WORD(CST_ABORT_CUT_IHM);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_CUT_IHM);FB_Safety_EmergencyManagement.st;619
EMG_013;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU echec: etape invalide - Reset;ÉTAT SÉCURITÉ AU;LastAbortCause = INT_TO_WORD(CST_ABORT_INVALID_STEP);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_INVALID_STEP);FB_Safety_EmergencyManagement.st;621
EMG_014;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU echec armement - relancer;ÉTAT SÉCURITÉ AU;LastAbortCause = INT_TO_WORD(CST_ABORT_INVALID_STEP);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_INVALID_STEP);FB_Safety_EmergencyManagement.st;623
EMG_015;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: coupure securite metier active - lever la cause puis rearmer;ÉTAT SÉCURITÉ AU;PowerCutOffRequest;;;;PowerCutOffRequest;FB_Safety_EmergencyManagement.st;626
EMG_016;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: coupure urgence IHM active - relacher puis rearmer;ÉTAT SÉCURITÉ AU;BtnEmergencyCutOff;;;;BtnEmergencyCutOff;FB_Safety_EmergencyManagement.st;628
EMG_017;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: boucle urgence ouverte - verifier coup-de-poing;ÉTAT SÉCURITÉ AU;NOT EmergencyChainClosed;;;;NOT EmergencyChainClosed;FB_Safety_EmergencyManagement.st;630
EMG_018;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: verrouillage 5s actif - attendre puis rearmer;ÉTAT SÉCURITÉ AU;EmergencyArmingLockoutActive;;;;EmergencyArmingLockoutActive;FB_Safety_EmergencyManagement.st;632
EMG_019;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: temporisation 5s en cours - patienter;ÉTAT SÉCURITÉ AU;ArmPulseInhibitActive;;;;ArmPulseInhibitActive;FB_Safety_EmergencyManagement.st;641
EMG_020;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: appui pris en compte - etablissement chaine;ÉTAT SÉCURITÉ AU;PreArmDelayActive;;;;PreArmDelayActive;FB_Safety_EmergencyManagement.st;643
EMG_021;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: repos - pret a rearmer;ÉTAT SÉCURITÉ AU;PreArmDelayActive;;;;PreArmDelayActive;FB_Safety_EmergencyManagement.st;645
EMG_022;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: autotest canal A en cours;ÉTAT SÉCURITÉ AU;PreArmDelayActive;;;;PreArmDelayActive;FB_Safety_EmergencyManagement.st;648
EMG_023;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: restauration canal A;ÉTAT SÉCURITÉ AU;PreArmDelayActive;;;;PreArmDelayActive;FB_Safety_EmergencyManagement.st;650
EMG_024;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: autotest canal B en cours;ÉTAT SÉCURITÉ AU;PreArmDelayActive;;;;PreArmDelayActive;FB_Safety_EmergencyManagement.st;652
EMG_025;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: restauration canal B;ÉTAT SÉCURITÉ AU;PreArmDelayActive;;;;PreArmDelayActive;FB_Safety_EmergencyManagement.st;654
EMG_026;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: impulsion rearmement contacteur;ÉTAT SÉCURITÉ AU;PreArmDelayActive;;;;PreArmDelayActive;FB_Safety_EmergencyManagement.st;656
EMG_027;SECURITE_AU;ARRÊT D'URGENCE;AU_STATUS;AU: attente confirmation contacteur;ÉTAT SÉCURITÉ AU;PreArmDelayActive;;;;PreArmDelayActive;FB_Safety_EmergencyManagement.st;658
PRE_01;CHECKLIST_PREFLIGHT;TREUIL M1;16#0001;Frein treuil M1 non serré machine à l'arrêt;CONTRÔLE MACHINE ARRÊTÉE;⚡ Contacteur frein M1 resté enclenché en armoire ou contact de recopie bloqué (aucun capteur sur treuil).;🕹️ Mettre les manipulateurs au neutre sur le pupitre. Relancer le Preflight.;🧰 Tester le contacteur frein KM_Frein_M1 en armoire. Mesurer 0V sur la bobine de défreinage à l'arrêt. Remplacer si contacts soudés.;VH_0008ER · Relais %QX27.0 (M1_BrakeRelease_RQ) ➔ Mesure : Continuité contact sec C0/NO0 ➔ Attendu repos : 0V / Contact ouvert | VH_0800END · Borne %IX225.0 (M1_BrakeIsOpen_DI) ➔ Attendu repos : 0V;Défaut si NOT M1BrakeApplied;FB_Acquisition_Preflight.st;68
PRE_02;CHECKLIST_PREFLIGHT;TREUIL M2;16#0002;Frein treuil M2 non serré machine à l'arrêt;CONTRÔLE MACHINE ARRÊTÉE;⚡ Contacteur frein M2 resté enclenché en armoire ou contact de recopie bloqué (aucun capteur sur treuil).;🕹️ Mettre le manipulateur benne au neutre au pupitre. Relancer le Preflight.;🧰 Tester le contacteur frein KM_Frein_M2 en armoire. Mesurer 0V sur la bobine de défreinage à l'arrêt. Remplacer si contacts soudés.;VH_0008ER · Relais %QX27.1 (M2_BrakeRelease_RQ) ➔ Mesure : Continuité contact sec C1/NO1 ➔ Attendu repos : 0V / Contact ouvert | VH_0800END · Borne %IX225.1 (M2_BrakeIsOpen_DI) ➔ Attendu repos : 0V;Défaut si NOT M2BrakeApplied;FB_Acquisition_Preflight.st;69
PRE_03;CHECKLIST_PREFLIGHT;TRANSLATION M3;16#0004;Frein translation M3 non serré machine à l'arrêt;CONTRÔLE MACHINE ARRÊTÉE;⚡ Contacteur/relais frein translation M3 resté enclenché en armoire (aucun capteur sur chariot).;🕹️ Mettre le manipulateur translation au neutre au pupitre. Relancer le Preflight.;🧰 Contrôler le relais frein KM_Frein_M3 en armoire. Mesurer 0V sur la bobine à l'arrêt.;VH_0008ER · Relais %QX27.2 (M3_BrakeRelease_RQ) ➔ Mesure : Continuité contact sec C2/NO2 ➔ Attendu repos : 0V / Contact ouvert | VH_0800END · Borne %IX225.2 (M3_BrakeIsOpen_DI) ➔ Attendu repos : 0V;Défaut si NOT M3BrakeApplied;FB_Acquisition_Preflight.st;70
PRE_04;CHECKLIST_PREFLIGHT;TREUIL M1;16#0008;Contacteurs M1 non retombés (détection collage contacteur);CONTRÔLE MACHINE ARRÊTÉE;🚨 Contacteur de puissance sens/vitesse M1 resté collé fermé ou boucle de surveillance EDM ouverte.;🛑 Ne pas enclencher la puissance. Condamner le pupitre de commande.;⚠️ DANGER 400V : Consigner l'armoire + VAT. Contrôler les pôles de puissance KM_M1 et la chaîne des contacts miroirs NC en série. Remplacer le contacteur si soudé.;Local_Digital_IO · Borne %IX0.0 (M1_ContactorsReleased_DI) ➔ Mesure : 24Vcc / 0V entre borne et 0V carte ➔ Attendu repos : 24V (Contacts miroirs NC fermés en série);Défaut si NOT M1ContactorsReleased;FB_Acquisition_Preflight.st;71
PRE_05;CHECKLIST_PREFLIGHT;TREUIL M2;16#0010;Contacteurs M2 non retombés (détection collage contacteur);CONTRÔLE MACHINE ARRÊTÉE;🚨 Contacteur de puissance sens/vitesse M2 resté collé fermé ou boucle de surveillance EDM ouverte.;🛑 Ne pas enclencher la puissance. Condamner le pupitre de commande.;⚠️ DANGER 400V : Consigner l'armoire + VAT. Contrôler les pôles de puissance KM_M2 et la chaîne des contacts miroirs NC en série. Remplacer le contacteur si soudé.;Local_Digital_IO · Borne %IX0.2 (M2_ContactorsReleased_DI) ➔ Mesure : 24Vcc / 0V entre borne et 0V carte ➔ Attendu repos : 24V (Contacts miroirs NC fermés en série);Défaut si NOT M2ContactorsReleased;FB_Acquisition_Preflight.st;72
PRE_06;CHECKLIST_PREFLIGHT;TREUIL M1;16#0020;Protection thermique moteur treuil M1 déclenchée;CONTRÔLE MACHINE ARRÊTÉE;🔥 Disjoncteur magnétothermique moteur M1 déclenché ou sonde thermique bilame/PTC en surchauffe.;⏳ Laisser refroidir 15 min. Vérifier visuellement l'absence d'obstacle mécanique sur le treuil M1.;🧰 Contrôler disjoncteur moteur Q_M1 en armoire. Mesurer isolement enroulements et serrage bornes puissance. Réarmer Q_M1.;Local_Digital_IO · Borne %IX0.1 (M1_ThermalOk_DI) ➔ Mesure : 24Vcc entre borne et 0V carte ➔ Attendu normal : 24V (Contact NC disjoncteur fermé);Défaut si NOT M1ThermalOk;FB_Acquisition_Preflight.st;73
PRE_07;CHECKLIST_PREFLIGHT;TREUIL M2;16#0040;Protection thermique moteur treuil M2 déclenchée;CONTRÔLE MACHINE ARRÊTÉE;🔥 Disjoncteur moteur M2 déclenché ou défaut moto-ventilation forcée.;⏳ Laisser refroidir 15 min. Vérifier visuellement que la benne n'est pas bloquée.;🧰 Contrôler disjoncteur moteur Q_M2 en armoire. Vérifier moto-ventilateur forcé et courant absorbé. Réarmer Q_M2.;Local_Digital_IO · Borne %IX0.3 (M2_ThermalOk_DI) ➔ Mesure : 24Vcc entre borne et 0V carte ➔ Attendu normal : 24V (Contact NC disjoncteur fermé);Défaut si NOT M2ThermalOk;FB_Acquisition_Preflight.st;74
PRE_08;CHECKLIST_PREFLIGHT;FREINS;16#0080;Protection thermique freins déclenchée;CONTRÔLE MACHINE ARRÊTÉE;⚡ Disjoncteur protection freins déclenché en armoire (court-circuit bobine ou surchauffe redresseur).;🛑 Ne pas tenter de manœuvre treuils ou translation au pupitre.;🧰 Armoire : mesurer résistance ohmique des bobines freins M1/M2/M3 et ponts redresseurs. Réarmer disjoncteur freins Q_Freins.;VH_0800END · Borne %IX225.3 (M1_M2_M3_BrakeThermalOk_DI) ➔ Mesure : 24Vcc entre borne et 0V carte ➔ Attendu normal : 24V (Contact NC fermé);Défaut si NOT BrakeThermalOk;FB_Acquisition_Preflight.st;75
PRE_09;CHECKLIST_PREFLIGHT;ALIMENTATION;16#0100;Relais ordre des phases réseau KO (inversion ou manque phase);CONTRÔLE MACHINE ARRÊTÉE;🔌 Défaut alimentation réseau 400V : 2 phases inversées, phase manquante ou sous-tension.;👀 Vérifier le voltmètre réseau au poste de conduite et la source d'alimentation (groupe ou réseau quai).;🧰 Armoire tête : vérifier LEDs relais de surveillance phases. Mesurer 400Vac équilibré entre phases. Permuter 2 phases amont si inversion.;VH_0800END · Borne %IX225.4 (PhaseRotationOk_DI) ➔ Mesure : 24Vcc entre borne et 0V carte ➔ Attendu normal : 24V (Relais phases actif);Défaut si NOT PhaseRotationOk;FB_Acquisition_Preflight.st;76
PRE_10;CHECKLIST_PREFLIGHT;TREUIL M2;16#0200;Câble treuil M2 détendu (détecteur anti-mou câble actif);CONTRÔLE MACHINE ARRÊTÉE;🪢 Câble benne détendu (benne posée au sol ou au fond de l'eau) ou roulette palpeuse anti-mou bloquée.;🕹️ Passer en manuel lent / dérogation au pupitre : retendre doucement le câble M2 jusqu'à extinction du voyant mou.;🧰 Tambour M2 : contrôler liberté mécanique de la roulette palpeuse anti-mou et alignement du câble dans les gorges.;Local_Digital_IO · Borne %IX0.4 (M2_TensionedCable_DI) ➔ Mesure : 24Vcc entre borne et 0V carte ➔ Attendu câble tendu : 24V (Contact NC fermé);Défaut si NOT SlackCableTensioned;FB_Acquisition_Preflight.st;77
PRE_11;CHECKLIST_PREFLIGHT;TRANSLATION M3;16#0400;Incohérence capteurs fin de course translation M3;CONTRÔLE MACHINE ARRÊTÉE;🪣 Benne détectée non fermée à la mise sous tension (état ouvert ou indéterminé).;🕹️ Mettre sélecteur treuil sur Benne (M2). Actionner la commande de fermeture benne jusqu'au voyant benne fermée.;💻 Vérifier cohérence valeur codeur M2 vs M1 (OffsetCloseM ~ 15 m) sur l'écran diagnostic IHM.;Diagnostic IHM · Variable _BucketState.IsClosed ➔ Attendu : TRUE après fermeture complète (Delta M2-M1 conforme);Défaut si M3SensorWordIncoherent;FB_Acquisition_Preflight.st;78
PRE_12;CHECKLIST_PREFLIGHT;SÉCURITÉ AU;16#0800;Contacteur puissance enclenché alors que chaîne AU ouverte;CONTRÔLE MACHINE ARRÊTÉE;🚨 Arrêt d'urgence percuté sur le pupitre de commande ou chaîne de sécurité ouverte.;👀 Vérifier et déverrouiller tous les coups de poing AU (pupitre, passerelle, armoire). Appuyer sur Réarmement AU.;🧰 Contrôler tension 24V sur boucle de sécurité AU et retombée des canaux du bloc de sécurité.;VH_0800END · Borne %IX225.7 (EmergencyChainClosed_DI) ➔ Mesure : 24Vcc entre borne et 0V carte ➔ Attendu réarmé : 24V;Défaut si PowerContactorEngaged AND NOT EmergencyChainClosed;FB_Acquisition_Preflight.st;79
PRE_13;CHECKLIST_PREFLIGHT;TREUIL M1;16#1000;Codeur treuil M1 non opérationnel;CONTRÔLE MACHINE ARRÊTÉE;📡 Joystick non détecté sur le bus CANopen (coupure alimentation 24V pupitre ou câble CAN coupé).;🛑 Couper et réenclencher l'interrupteur d'alimentation du pupitre de commande. Relever le code d'erreur affiché.;🧰 Contrôler 24Vcc sur connecteur manipulateur sous pupitre. Vérifier continuité CAN_H / CAN_L et résistance de terminaison 120 Ω.;Bus CANopen Pupitre ➔ Mesure : 24Vcc alim broches 1-2 | 60 Ω entre CAN_H et CAN_L ligne éteinte;Défaut si NOT EncoderM1Operational;FB_Acquisition_Preflight.st;80
PRE_14;CHECKLIST_PREFLIGHT;TREUIL M2;16#2000;Codeur treuil M2 non opérationnel;CONTRÔLE MACHINE ARRÊTÉE;📡 Codeur absolu EtherCAT treuil M1 non opérationnel (câble M12 Ethernet débranché ou perte alimentation 24V).;🛑 Ne pas tenter de manœuvre treuil M1. Vérifier voyant bus sur l'écran IHM.;🧰 Treuil M1 : contrôler LED d'état sur le codeur COD1 (L/A clignotante = trafic actif). Tester cordon M12 et présence 24Vcc.;Codeur COD1 Treuil M1 ➔ Port M12 IN (EtherCAT) ➔ Attendu : LED L/A Verte clignotante, 24Vcc présent sur broches d'alimentation;Défaut si NOT EncoderM2Operational;FB_Acquisition_Preflight.st;81
PRE_15;CHECKLIST_PREFLIGHT;TREUIL M1;16#4000;Treuil M1 non référencé (homing requis) ou position hors bornes;CONTRÔLE MACHINE ARRÊTÉE;📡 Codeur absolu EtherCAT treuil M2 non opérationnel (câble M12 Ethernet débranché ou perte alimentation 24V).;🛑 Ne pas tenter de manœuvre treuil M2. Vérifier voyant bus sur l'écran IHM.;🧰 Treuil M2 : contrôler LED d'état sur le codeur COD2 (L/A clignotante = trafic actif). Tester cordon M12 et présence 24Vcc.;Codeur COD2 Treuil M2 ➔ Port M12 IN (EtherCAT) ➔ Attendu : LED L/A Verte clignotante, 24Vcc présent sur broches d'alimentation;Défaut si NOT HomedM1 OR NOT M1PositionInBounds;FB_Acquisition_Preflight.st;82
PRE_16;CHECKLIST_PREFLIGHT;TREUIL M2;16#8000;Treuil M2 non référencé (homing requis) ou position hors bornes;CONTRÔLE MACHINE ARRÊTÉE;⚡ Variateur translation AC600 hors ligne ou en défaut (coupure réseau EtherCAT, disjoncteur variateur déclenché).;🛑 Ne pas tenter de déplacer le chariot au pupitre. Relever le code variateur sur l'IHM.;🧰 Armoire : vérifier affichage LED sur le variateur AC600. Contrôler disjoncteur drive Q_Drive et câble RJ45 EtherCAT.;Variateur AC600 ➔ Afficheur de façade (Attendu : état 'rdy' ou fréquence 0.0) | Câble RJ45 EtherCAT Port IN;Défaut si NOT HomedM2 OR NOT M2PositionInBounds;FB_Acquisition_Preflight.st;83
TRC_W_0;TRACE_BLOCAGE_TERRAIN;TREUILS M1/M2;Prio 0;Blocage treuil : NONE (Aucun blocage - au moins un sens effectivement permis);PRIORITÉ 0;E_WinchTraceBlockReason.NONE;;;;E_WinchTraceBlockReason.NONE;E_WinchTraceBlockReason.st;16
TRC_W_1;TRACE_BLOCAGE_TERRAIN;TREUILS M1/M2;Prio 1;Blocage treuil : POWER_CUTOFF (Coupure puissance amont (instSafetyWinch.PowerCutOff) - priorite max);PRIORITÉ 1;E_WinchTraceBlockReason.POWER_CUTOFF;;;;E_WinchTraceBlockReason.POWER_CUTOFF;E_WinchTraceBlockReason.st;17
TRC_W_2;TRACE_BLOCAGE_TERRAIN;TREUILS M1/M2;Prio 2;Blocage treuil : AXIS_DISABLED (Axe neutralise (Mode=DISABLE ou InhibitMx -> Enable FALSE));PRIORITÉ 2;E_WinchTraceBlockReason.AXIS_DISABLED;;;;E_WinchTraceBlockReason.AXIS_DISABLED;E_WinchTraceBlockReason.st;18
TRC_W_3;TRACE_BLOCAGE_TERRAIN;TREUILS M1/M2;Prio 3;Blocage treuil : SAFESTOP (SafeStop effectif (rampe rapide demandee));PRIORITÉ 3;E_WinchTraceBlockReason.SAFESTOP;;;;E_WinchTraceBlockReason.SAFESTOP;E_WinchTraceBlockReason.st;19
TRC_W_4;TRACE_BLOCAGE_TERRAIN;TREUILS M1/M2;Prio 4;Blocage treuil : SAFETY_FAULT (Defaut safety latched (FB_Safety_Winch.Fault.Error));PRIORITÉ 4;E_WinchTraceBlockReason.SAFETY_FAULT;;;;E_WinchTraceBlockReason.SAFETY_FAULT;E_WinchTraceBlockReason.st;20
